Source,Filename,Bedreiging,Categorie,Citaat,Topic,TopicName
clingendael,41,De kwetsbaarheid van de rechtsstaat en democratie in de aanstaande lidstaten.,Geopolitiek & militair,the EU is about to enlarge to countries where the rule of law and democracy are vulnerable.,40,Democratie
clingendael,41,De ondoeltreffendheid van bestaande EU-instrumenten om de rechtsstaat te beschermen.,Geopolitiek & militair,Both instruments have been insufficient to address structural rule of law violations.,40,Democratie
clingendael,41,De invloed van Rusland en China in de regio door een trage EU-uitbreiding.,Geopolitiek & militair,there is a need to make them members of the EU family rather quickly to avoid the region falling into the grip of Russian or Chinese influence.,10,Oorlog Oekraïne
clingendael,41,Risico van desinformatie door gebrek aan informatie over het uitbreidingsproces.,Sociaal & Maatschappelijk,Citizens who are not well informed on political issues are more susceptible to disinformation and framing.,40,Democratie
clingendael,42,Fouten in EU-uitgaven zijn persistent hoog.,Economisch,Errors in EU spending remain persistently high,17,Effectiviteit
clingendael,42,De kwaliteit van de resultaten van EU-uitgaven is twijfelachtig.,Economisch,the quality of the results is questionable,17,Effectiviteit
clingendael,42,Nationale systemen voor publieke investeringen zijn niet goed beschreven of geanalyseerd.,Economisch,National systems for public investments vary considerably but have never been properly described or analyzed,17,Effectiviteit
clingendael,42,Er is een gebrek aan vertrouwen in nationale investeringssystemen.,Sociaal & Maatschappelijk,Trust in national investment systems will be even more important,20,Vertrouwensoverheid
clingendael,42,De evaluatiecultuur is niet gelijk ontwikkeld onder alle lidstaten.,Sociaal & Maatschappelijk,The evaluation culture is not equally developed among all Member States,31,Beleidkwaliteit
clingendael,42,De efficiëntie en effectiviteit van EU-fondsen zijn grotendeels afhankelijk van nationale plannen.,Economisch,the efficiency and effectiveness of these funds are largely determined by national plans,17,Effectiviteit
clingendael,42,Fragmentatie van investeringsprogramma's die leidt tot gebrek aan synergieën en overlap.,Economisch,"Investment programmes tend to become fragmented. To some extent, this is unavoidable and can provide focus. However, the dangers include lack of synergies, overlap, and stop-go policies with an emergency fund that comes and goes.",17,Effectiviteit
clingendael,42,Moeilijkheden met publieke aanbestedingen door concentratie van contractwinnaars.,Economisch,Difficulties with public procurement (e.g. concentration of contract winners and limited pool of auditors to choose from).,37,Beveiliging
clingendael,42,Onvoldoende capaciteit voor het formuleren van ontwikkelingsstrategieën en het efficiënt beheren van projecten.,Economisch,"Member states with less advanced administrations tend to have less capacities for formulating development strategies, managing project selections, and implementing projects efficiently, and are generally more dependent on EU finances.",31,Beleidkwaliteit
clingendael,42,Problemen met prioritering van investeringen en uitgaven van EU-fondsen.,Economisch,all countries face challenges in prioritizing investments and spending EU funds,17,Effectiviteit
clingendael,42,Onvoldoende onafhankelijkheid van evaluaties van programma's.,Sociaal & Maatschappelijk,Evaluations are carried out by independent evaluators who often lack factual independence.,31,Beleidkwaliteit
clingendael,42,Onvoldoende gebruik van evaluatiebevindingen in besluitvormingsprocessen.,Sociaal & Maatschappelijk,"Evaluation findings are insufficiently used for decision-making processes, funding allocation and the design of programs.",31,Beleidkwaliteit
clingendael,42,Slechte afstemming van investeringsprioriteiten met nationale plannen en budgetten.,Economisch,Investment priorities can be poorly aligned with national plans and budgets.,17,Effectiviteit
clingendael,42,Onvoldoende absorptie van cohesiefondsen.,Economisch,Absorption rates of Cohesion Policy funds.,17,Effectiviteit
clingendael,42,Corruptie in de publieke sector.,Economisch,"‘Corruption, public investment, and growth’.",40,Democratie
clingendael,43,De geopolitieke dynamiek in de Arctische regio verandert door de oorlog in Oekraïne.,Geopolitiek & militair,"Russia’s war against Ukraine has disrupted global security structures, reshaping geopolitical dynamics with repercussions that extend well beyond Eastern Europe.",10,Oorlog Oekraïne
clingendael,43,De samenwerking binnen de Arctic Council is onderbroken.,Geopolitiek & militair,"The Arctic Council, composed of the eight Arctic states... paused its activities in March 2022.",10,Oorlog Oekraïne
clingendael,43,De afhankelijkheid van Rusland door westerse sancties neemt toe.,Economisch,Western sanctions against Russia have increased Russia’s reliance on China for trade and investment.,10,Oorlog Oekraïne
clingendael,43,De toegang tot kritieke hulpbronnen zoals zeldzame aardmetalen is gecompliceerd.,Economisch,...complicating international investments and access to critical resources like rare earth elements.,12,Afhankelijkheid
clingendael,43,De toegang tot energiebronnen in de Arctische regio is verstoord door sancties.,Economisch,"Russia’s war against Ukraine has significantly impacted the Arctic economy, particularly through Western sanctions on Russian energy exports and investments.",10,Oorlog Oekraïne
clingendael,43,De Europese landen zoeken naar alternatieve energiebronnen om afhankelijkheid van Rusland te verminderen.,Economisch,"In response to these disruptions, European nations are pursuing alternative energy sources to reduce reliance on Russian resources.",12,Afhankelijkheid
clingendael,43,De militarisering van de Arctische regio neemt toe.,Geopolitiek & militair,"Next, the authors assess the increasing security threats, including rising militarisation and non-military hybrid challenges.",10,Oorlog Oekraïne
clingendael,43,De samenwerking tussen China en Rusland in de Arctische regio groeit.,Geopolitiek & militair,"Russia has continued Arctic development with China, especially through joint energy projects and infrastructure along the NSR.",10,Oorlog Oekraïne
clingendael,43,De strategische positie van NATO in de Arctische regio is versterkt door de toetreding van Finland en Zweden.,Geopolitiek & militair,Finland and Sweden’s recent accession to NATO enhances the Alliance’s strategic position in the Arctic by strengthening its northern security capabilities and geographic reach.,10,Oorlog Oekraïne
clingendael,43,Afname van de scheepvaartactiviteit op de Noordelijke Zeeroute.,Geopolitiek & militair,"reduced shipping activity due to, among others, Western sanctions and insurance restrictions on Russian shipping.",2,Temperatuurverandering
clingendael,43,Verhoogde risico's van olielekkages door de schaduwvloot van Rusland.,Ecologisch,increasing risks of spills,10,Oorlog Oekraïne
clingendael,43,Beperkte aantrekkelijkheid van de Noordelijke Zeeroute door hoge kosten en seizoensgebonden navigatie.,Economisch,operating icebreaker-assisted convoys are costly and require specialised vessels.,41,Kosten
clingendael,43,Versterking van de Russische controle over de Noordelijke Zeeroute.,Geopolitiek & militair,reinforcing Russia’s control over this strategic passage.,10,Oorlog Oekraïne
clingendael,43,De noodzaak voor verbeterde cyberverdediging tegen hybride dreigingen in de Arctic.,Technologisch & digitaal,Enhanced surveillance and cyber defense capabilities are also critical to protecting Arctic infrastructure from hybrid threats.,9,Buitenlandse Risico's
clingendael,43,De dreiging van cyberaanvallen op kritieke infrastructuur in de Arctic.,Technologisch & digitaal,Arctic nations are increasingly aware of the need to protect against cyberattacks aimed at critical Arctic infrastructure.,9,Buitenlandse Risico's
clingendael,43,Concurrentie om Arctische hulpbronnen.,Ecologisch,"As competition for Arctic resources grows, the management of these resources require more attention.",10,Oorlog Oekraïne
clingendael,43,De impact van klimaatverandering op de toegankelijkheid van de Arctic.,Ecologisch,The melting of the ice and the availability of natural resources in the region will continue to make it an attractive area for economic exploitation and trading.,6,Biodiversiteitsverlies
clingendael,43,Hybride dreigingen zoals cyberaanvallen en drone-spionage.,Geopolitiek & militair,"The Arctic is increasingly exposed to hybrid threats such as cyberattacks, drone espionage and other ways of Russian interference.",9,Buitenlandse Risico's
clingendael,45,De Europese defensie-industrie heeft te maken met een gebrek aan samenwerking en investeringen.,Geopolitiek & militair,collaborative investment continues to be one of the significant challenges limiting an effective European defence industry.,24,Defensie-uitgaven
clingendael,45,De productiecapaciteit van de Europese defensie-industrie is niet geoptimaliseerd.,Geopolitiek & militair,Production capacity is still not optimised as industry is lacking adequate numbers of long-term contracts.,24,Defensie-uitgaven
clingendael,45,De besluitvormingsprocedures van de EU zijn te traag voor de huidige veiligheidsomgeving.,Geopolitiek & militair,the slow procedures of decision-making and launching programmes is not suitable for the current security environment and geopolitical need for quick action.,24,Defensie-uitgaven
clingendael,45,De vraag naar militaire uitrusting en munitie vanuit Oekraïne verhoogt de druk op Europa.,Geopolitiek & militair,The Ukrainian demand for military equipment and ammunition deliveries will continue to confront Europe with the question of how to ramp up defence industrial production.,10,Oorlog Oekraïne
clingendael,45,De nieuwe militaire vereisten van de NAVO vereisen een toename van de capaciteiten die Europese landen moeten leveren.,Geopolitiek & militair,the alliance’s new military requirements imply an increase of the capabilities they must provide.,24,Defensie-uitgaven
clingendael,45,De groeiende rol van de Europese Commissie in defensie.,Geopolitiek & militair,the role of the European Commission in defence has grown.,24,Defensie-uitgaven
clingendael,45,Financieringstekorten voor de ontwikkeling van defensiecapaciteiten.,Economisch,the total budget is expected to exceed € 1.5 billion,24,Defensie-uitgaven
clingendael,45,De overlapping van EU- en NAVO-lidmaatschappen beïnvloedt de nationale defensieplanning.,Geopolitiek & militair,the overlapping EU and NATO membership of 23 European countries has a major impact,24,Defensie-uitgaven
clingendael,45,Er is een technologieachterstand van Europa ten opzichte van China en de VS.,Technologisch & digitaal,Experts have pointed to the technology gap that Europe is facing compared to China and the US.,12,Afhankelijkheid
clingendael,45,Er zijn operationele tekorten in de collectieve verdediging en crisisbeheersing.,Geopolitiek & militair,solving critical operational shortfalls for collective defence and crisis management operations,24,Defensie-uitgaven
clingendael,48,Concurrentienadeel van de EU in AI-ontwikkeling.,Economisch,The comfortable lead of American companies in General-Purpose Artificial Intelligence (GPAI) developments presents the European Union and its member states with a competitive disadvantage.,12,Afhankelijkheid
clingendael,48,Afhankelijkheid van externe technologieën en bedrijven.,Economisch,"Europe also aims to avoid the past mistakes that led to its current dependencies, such as on cloud computing.",12,Afhankelijkheid
clingendael,48,Risico's voor nationale veiligheid door AI-ontwikkeling.,Geopolitiek & militair,AI Safety and Security Labs that are and will be established in various EU member states... are important to identify and address risks to national security.,9,Buitenlandse Risico's
clingendael,48,Cybersecurity bedreigingen door AI.,Technologisch & digitaal,"Cybersecurity threats that make use of GPAI, for example for making deepfakes or writing malware.",9,Buitenlandse Risico's
clingendael,48,Onethisch gebruik en misbruik van AI-technologie.,Technologisch & digitaal,"concerns about large language models being used to generate deceptive, biased, or abusive language at scale.",9,Buitenlandse Risico's
clingendael,48,Verlies van talent aan Amerikaanse bedrijven.,Sociaal & Maatschappelijk,Europe continues to be at risk of losing its most talented experts – including academics and engineers – to American companies.,18,Economische Daling
